order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
42,4142,2022-01-08,427,8,283.94,2271.52,Completed,2022-01-14
43,2626,2024-05-26,317,4,19.99,79.96,Completed,2024-06-02
44,9265,2023-02-27,165,9,172.59,1553.31,Completed,2023-03-05
45,3063,2022-11-28,53,2,441.03,882.06,Completed,2022-12-01
46,6987,2023-08-05,73,10,355.85,3558.5,Completed,2023-08-09
47,8959,2023-08-30,366,2,203.41,406.82,Completed,2023-09-06
48,7113,2024-10-30,289,3,137.03,411.09,Completed,2024-11-03
49,3541,2023-01-28,384,6,93.34,560.04,Pending,
50,4565,2023-09-29,418,9,270.19,2431.71,Completed,2023-10-02
51,5071,2023-12-28,13,7,233.82,1636.74,Completed,2024-01-02
52,1160,2024-10-16,180,5,113.41,567.05,Completed,2024-10-19
53,4487,2022-04-06,452,2,318.5,637.0,Completed,2022-04-13
54,1931,2023-04-24,77,7,470.48,3293.36,Completed,2023-04-29
55,1092,2024-07-09,29,3,68.55,205.65,Pending,
56,7097,2023-08-28,482,5,273.31,1366.55,Cancelled,
57,2879,2023-10-09,397,3,239.39,718.17,Completed,2023-10-11
58,7279,2022-03-30,179,8,373.86,2990.88,Pending,
59,6588,2024-03-08,389,5,299.0,1495.0,Completed,2024-03-09
60,1438,2023-09-17,168,3,498.73,1496.19,Cancelled,
61,7294,2024-01-30,348,5,386.73,1933.65,Completed,2024-02-05
62,5291,2023-08-30,161,7,26.61,186.27,Completed,2023-09-01
63,1328,2023-11-14,410,4,287.05,1148.2,Completed,2023-11-16
64,1451,2024-10-26,362,4,264.54,1058.16,Completed,2024-10-27
65,6828,2022-05-19,256,5,407.53,2037.65,Completed,2022-05-21
66,9023,2022-07-07,391,9,74.37,669.33,Pending,
67,1615,2022-01-30,392,5,300.97,1504.85,Completed,2022-02-01
68,5998,2024-03-25,346,6,387.13,2322.78,Completed,2024-03-29
69,2087,2022-01-14,304,1,320.66,320.66,Cancelled,
70,8625,2024-02-11,376,2,223.71,447.42,Completed,2024-02-18
71,9143,2024-01-21,300,7,353.5,2474.5,Completed,2024-01-25
72,4758,2022-08-27,402,8,363.53,2908.24,Completed,2022-09-03
73,1024,2024-11-28,202,4,493.83,1975.32,Pending,
74,4087,2024-06-13,422,7,328.6,2300.2,Completed,2024-06-18
75,8158,2022-08-08,215,6,51.15,306.9,Cancelled,
76,7105,2024-12-21,440,4,363.8,1455.2,Pending,
77,7665,2023-01-06,246,5,234.04,1170.2,Completed,2023-01-12
78,2768,2023-06-01,395,6,250.33,1501.98,Pending,
79,405,2023-02-14,101,10,381.81,3818.1,Completed,2023-02-18
80,7285,2023-10-06,306,9,402.81,3625.29,Completed,2023-10-08
81,3895,2023-01-22,441,9,193.46,1741.14,Pending,
82,6638,2022-10-09,324,4,407.67,1630.68,Cancelled,
83,993,2022-02-04,401,9,304.46,2740.14,Completed,2022-02-10
84,1634,2024-10-16,183,6,166.73,1000.38,Completed,2024-10-22
85,3778,2022-12-25,446,9,487.24,4385.16,Cancelled,
86,5047,2024-06-26,461,4,62.45,249.8,Pending,
87,9571,2022-06-18,225,4,188.18,752.72,Completed,2022-06-22
88,9649,2023-05-08,198,3,474.76,1424.28,Cancelled,
89,3503,2024-08-30,459,8,114.41,915.28,Completed,2024-09-04
90,9378,2022-01-09,119,4,226.85,907.4,Completed,2022-01-16
91,7074,2023-12-07,13,5,233.82,1169.1,Completed,2023-12-09
92,8047,2022-11-11,208,1,247.68,247.68,Completed,2022-11-13
93,5319,2024-11-22,342,5,14.37,71.85,Completed,2024-11-26
94,6032,2024-05-21,447,9,160.52,1444.68,Completed,2024-05-23
95,379,2024-09-01,130,10,80.1,801.0,Completed,2024-09-03
96,7750,2023-05-08,397,2,239.39,478.78,Completed,2023-05-14
97,2920,2022-05-03,210,6,193.55,1161.3,Pending,
98,6365,2023-04-03,33,2,114.01,228.02,Completed,2023-04-09
99,5877,2022-06-08,180,5,113.41,567.05,Cancelled,
100,1698,2023-10-24,269,3,210.37,631.11,Completed,2023-10-31
101,9464,2024-09-30,390,5,371.57,1857.85,Completed,2024-10-06
102,5259,2024-07-04,416,6,34.92,209.52,Cancelled,
103,7182,2024-08-29,190,1,167.36,167.36,Pending,
104,1349,2023-07-06,150,3,379.44,1138.32,Completed,2023-07-07
105,7799,2024-05-26,71,10,23.94,239.4,Completed,2024-06-01
106,9000,2024-04-25,13,4,233.82,935.28,Completed,2024-04-30
107,4904,2024-08-31,25,1,306.44,306.44,Completed,2024-09-05
108,7946,2022-11-30,86,1,261.39,261.39,Completed,2022-12-02
109,1826,2024-11-12,263,3,120.83,362.49,Completed,2024-11-19
110,6250,2022-03-20,402,1,363.53,363.53,Completed,2022-03-25
111,3184,2024-12-23,273,1,276.66,276.66,Cancelled,
112,2650,2023-01-27,21,5,431.09,2155.45,Completed,2023-01-28
113,9107,2024-07-19,160,4,435.45,1741.8,Completed,2024-07-23
114,2293,2024-10-28,246,8,234.04,1872.32,Completed,2024-11-01
115,6388,2023-10-10,245,7,42.98,300.86,Pending,
116,8803,2024-08-29,460,2,79.62,159.24,Pending,
117,1936,2022-11-14,122,7,129.44,906.08,Completed,2022-11-15
118,7876,2023-02-22,383,8,482.25,3858.0,Completed,2023-02-27
119,7155,2024-07-11,87,9,335.45,3019.05,Completed,2024-07-18
120,5201,2023-02-20,51,1,324.52,324.52,Completed,2023-02-25
121,2160,2023-01-15,371,2,113.47,226.94,Completed,2023-01-16
122,4183,2023-01-24,192,7,155.66,1089.62,Completed,2023-01-25
123,7462,2023-04-28,273,1,276.66,276.66,Pending,
124,1872,2023-12-06,272,1,237.21,237.21,Pending,
125,8249,2022-10-28,455,5,352.31,1761.55,Completed,2022-10-29
126,3448,2023-09-11,50,9,106.11,954.99,Completed,2023-09-15
127,411,2023-07-13,247,8,327.66,2621.28,Completed,2023-07-20
128,1380,2024-05-02,,3,457.8,1373.4,Pending,
129,15,2022-01-13,308,6,41.51,249.06,Cancelled,
130,4411,2022-02-14,242,2,323.28,646.56,Cancelled,
131,1652,2022-08-15,107,5,290.02,1450.1,Completed,2022-08-18
132,2575,2023-11-14,131,3,383.4,1150.2,Completed,2023-11-17
133,8941,2022-10-13,147,8,332.98,2663.84,Completed,2022-10-14
134,,2024-06-11,123,3,475.68,1427.04,Completed,2024-06-14
135,9538,2023-09-28,155,5,490.22,2451.1,Pending,
136,6970,2024-12-15,118,4,361.44,1445.76,Completed,2024-12-17
137,3854,2024-06-10,141,1,44.82,44.82,Cancelled,
138,8773,2022-01-10,468,3,106.86,320.58,Completed,2022-01-12
139,6665,2024-06-29,12,4,325.78,1303.12,Cancelled,
140,3827,2024-10-18,332,8,281.13,2249.04,Completed,2024-10-22
141,7901,2024-08-07,185,6,483.86,2903.16,Completed,2024-08-14
142,8314,2022-10-08,445,6,193.05,1158.3,Cancelled,
143,2166,2022-06-28,362,5,264.54,1322.7,Completed,2022-07-02
144,4968,2024-11-23,475,1,245.9,245.9,Completed,2024-11-25
145,3612,2024-05-30,267,5,426.33,2131.65,Completed,2024-05-31
146,3565,2022-08-05,388,5,309.39,1546.95,Pending,
147,2487,2024-12-16,379,4,409.14,1636.56,Completed,2024-12-23
148,9696,2024-10-09,381,10,207.39,2073.9,Completed,2024-10-15
149,3561,2022-08-19,373,9,382.12,3439.08,Pending,
150,44,2024-10-24,251,6,341.05,2046.3,Cancelled,
151,5678,2022-01-05,4,8,352.16,2817.28,Completed,2022-01-09
152,1946,2022-10-29,223,2,285.33,570.66,Completed,2022-11-04
153,5562,2024-11-30,273,9,276.66,2489.94,Completed,2024-12-03
154,2220,2023-05-23,297,10,227.71,2277.1,Completed,2023-05-26
155,6653,2024-07-18,290,6,275.01,1650.06,Completed,2024-07-19
156,5684,2024-05-19,342,2,14.37,28.74,Completed,2024-05-22
157,3614,2022-07-25,214,7,477.03,3339.21,Completed,2022-07-30
158,4764,2024-05-18,351,1,148.77,148.77,Cancelled,
159,2096,2024-07-26,63,4,442.65,1770.6,Cancelled,
160,2330,2022-01-08,343,9,253.4,2280.6,Completed,2022-01-11
161,4493,2022-03-02,215,1,51.15,51.15,Completed,2022-03-03
162,8297,2024-01-03,494,7,167.01,1169.07,Completed,2024-01-08
163,2278,2023-05-25,262,1,208.38,208.38,Cancelled,
164,9825,2022-11-14,412,8,88.28,706.24,Completed,2022-11-21
165,6124,2023-11-21,234,7,205.19,1436.33,Completed,2023-11-28
166,9890,2022-02-21,59,10,320.37,3203.7,Completed,2022-02-27
167,8891,2024-03-16,94,10,417.28,4172.8,Cancelled,
168,2752,2023-02-12,164,4,12.6,50.4,Cancelled,
169,857,2023-06-24,232,5,118.9,594.5,Pending,
170,3114,2024-02-01,270,6,116.15,696.9,Cancelled,
171,3399,2023-02-15,143,4,499.79,1999.16,Completed,2023-02-22
172,8938,2023-05-16,425,6,447.92,2687.52,Completed,2023-05-18
173,7672,2022-06-28,360,5,97.22,486.1,Completed,2022-06-30
174,6844,2024-06-05,136,5,354.94,1774.7,Completed,2024-06-09
175,4539,2022-11-27,386,10,268.31,2683.1,Cancelled,
176,9125,2023-03-08,463,9,228.96,2060.64,Pending,
177,3732,2023-05-01,90,3,420.73,1262.19,Completed,2023-05-08
178,6390,2023-04-01,453,1,41.61,41.61,Pending,
179,8952,2022-11-19,304,6,320.66,1923.96,Completed,2022-11-20
180,269,2024-09-20,422,10,328.6,3286.0,Completed,2024-09-24
181,1494,2022-05-28,98,7,363.47,2544.29,Completed,2022-06-02
182,5442,2022-04-30,349,4,177.66,710.64,Cancelled,
183,186,2022-12-07,33,5,114.01,570.05,Completed,2022-12-13
184,6075,2023-10-12,321,8,487.81,3902.48,Completed,2023-10-17
185,4721,2024-12-19,384,2,93.34,186.68,Completed,2024-12-26
186,1729,2023-06-14,443,10,129.59,1295.9,Completed,2023-06-21
187,5608,2022-07-21,397,8,239.39,1915.12,Pending,
188,6283,2023-12-12,305,1,122.18,122.18,Cancelled,
189,854,2022-01-31,307,3,499.8,1499.4,Cancelled,
190,1567,2022-03-22,89,9,225.73,2031.57,Cancelled,
191,7532,2023-07-15,314,2,88.47,176.94,Completed,2023-07-19
192,5225,2023-05-25,179,4,373.86,1495.44,Completed,2023-05-30
193,8453,2022-06-21,456,5,330.51,1652.55,Pending,
194,9755,2022-09-03,202,6,493.83,2962.98,Cancelled,
195,3472,2023-10-27,439,8,393.3,3146.4,Completed,2023-10-30
196,2454,2024-11-09,265,2,483.3,966.6,Completed,2024-11-15
197,9960,2024-10-07,209,5,37.51,187.55,Completed,2024-10-11
198,6997,2024-01-20,437,4,55.6,222.4,Completed,2024-01-22
199,5703,2023-07-21,369,4,335.55,1342.2,Completed,2023-07-23
200,7725,2023-09-09,96,5,271.42,1357.1,Completed,2023-09-14
201,1315,2023-07-19,154,9,251.7,2265.3,Pending,
202,2098,2024-12-29,328,4,9.05,36.2,Cancelled,
203,8129,2023-04-21,180,10,113.41,1134.1,Completed,2023-04-26
204,8107,2023-01-27,382,1,190.36,190.36,Completed,2023-02-02
205,9070,2022-06-11,128,6,241.96,1451.76,Completed,2022-06-15
206,8937,2023-07-20,363,3,405.36,1216.08,Completed,2023-07-24
207,5161,2024-12-22,217,4,180.03,720.12,Completed,2024-12-26
208,4646,2024-12-07,266,1,322.38,322.38,Cancelled,
209,3508,2022-02-05,290,6,275.01,1650.06,Completed,2022-02-09
210,4603,2022-11-07,76,10,166.46,1664.6,Cancelled,
211,4455,2023-08-27,285,4,260.11,1040.44,Completed,2023-09-02
212,6211,2023-04-14,106,2,390.01,780.02,Completed,2023-04-17
213,1978,2024-01-24,8,7,44.01,308.07,Pending,
214,1967,2022-08-15,457,1,340.35,340.35,Completed,2022-08-22
215,8191,2022-10-05,317,5,19.99,99.95,Completed,2022-10-09
216,5508,2024-08-31,266,1,322.38,322.38,Completed,2024-09-01
217,5385,2024-10-03,89,7,225.73,1580.11,Completed,2024-10-10
218,7944,2022-01-09,479,2,87.79,175.58,Completed,2022-01-15
219,8638,2023-11-15,149,2,435.34,870.68,Pending,
220,8860,2022-08-20,96,6,271.42,1628.52,Completed,2022-08-21
221,2831,2023-01-17,340,3,293.84,881.52,Completed,2023-01-18
222,671,2023-12-09,290,6,275.01,1650.06,Cancelled,
223,3363,2023-05-30,250,10,83.58,835.8,Completed,2023-06-05
224,1694,2023-06-30,271,5,73.11,365.55,Completed,2023-07-01
225,7953,2023-10-24,263,7,120.83,845.81,Completed,2023-10-28
226,2797,2022-07-19,79,10,305.3,3053.0,Completed,2022-07-24
227,9469,2023-07-07,108,5,298.09,1490.45,Completed,2023-07-08
228,9328,2024-07-18,486,8,318.22,2545.76,Completed,2024-07-21
229,471,2023-02-26,245,6,42.98,257.88,Completed,2023-03-05
230,5133,2024-12-30,91,10,222.74,2227.4,Completed,2025-01-05
231,5463,2024-11-07,248,4,228.01,912.04,Completed,2024-11-10
232,4937,2024-04-21,385,2,379.31,758.62,Completed,2024-04-22
233,3496,2024-11-27,466,6,316.73,1900.38,Pending,
234,7007,2023-08-16,213,10,210.91,2109.1,Completed,2023-08-21
235,4846,2022-10-25,393,10,492.92,4929.2,Cancelled,
236,3407,2022-12-08,202,10,493.83,4938.3,Completed,2022-12-11
237,5413,2023-02-07,426,4,240.37,961.48,Completed,2023-02-09
238,9495,2023-12-13,123,7,475.68,3329.76,Completed,2023-12-17
239,49,2023-04-05,1,3,321.52,964.56,Completed,2023-04-12
240,3388,2024-09-24,244,7,256.13,1792.91,Completed,2024-09-27
241,7531,2024-09-21,404,5,457.65,2288.25,Completed,2024-09-27
242,3037,2024-07-22,412,3,88.28,264.84,Pending,
243,431,2023-10-22,75,8,424.77,3398.16,Pending,
244,6187,2024-02-26,352,3,329.71,989.13,Completed,2024-02-27
245,9088,2023-07-15,337,4,240.07,960.28,Completed,2023-07-21
246,1760,2023-06-10,196,4,224.47,897.88,Cancelled,
247,2482,2024-11-29,138,4,116.28,465.12,Completed,2024-12-01
248,4124,2024-10-10,450,4,384.97,1539.88,Completed,2024-10-14
249,2913,2023-06-26,110,6,268.71,1612.26,Completed,2023-06-30
250,3934,2024-12-15,326,6,472.89,2837.34,Completed,2024-12-21
251,4454,2022-08-06,439,7,393.3,2753.1,Completed,2022-08-13
252,5018,2023-02-14,230,2,106.19,212.38,Completed,2023-02-16
253,9555,2024-07-20,342,5,14.37,71.85,Cancelled,
254,1044,2024-05-08,335,10,162.67,1626.7,Cancelled,
255,9113,2022-11-15,268,8,77.94,623.52,Cancelled,
256,2881,2024-06-09,354,7,123.44,864.08,Completed,2024-06-10
257,6898,2024-12-02,207,5,323.45,1617.25,Pending,
258,394,2022-07-10,2,10,339.97,3399.7,Completed,2022-07-13
259,7933,2024-01-02,181,1,342.02,342.02,Cancelled,
260,9189,2024-10-13,355,7,54.6,382.2,Completed,2024-10-15
261,6514,2023-01-20,216,6,34.69,208.14,Cancelled,
262,2704,2022-12-05,359,7,457.05,3199.35,Cancelled,
263,6622,2024-04-19,104,10,80.43,804.3,Completed,2024-04-25
264,9134,2022-06-20,355,9,54.6,491.4,Cancelled,
265,6820,2022-02-22,212,9,217.88,1960.92,Cancelled,
266,6888,2023-04-12,160,7,435.45,3048.15,Completed,2023-04-13
267,9067,2023-03-23,119,5,226.85,1134.25,Completed,2023-03-24
268,1463,2022-06-18,291,4,225.73,902.92,Cancelled,
269,4870,2022-09-06,81,8,260.15,2081.2,Completed,2022-09-12
270,3861,2024-02-22,155,1,490.22,490.22,Completed,2024-02-24
271,6624,2023-12-13,338,4,157.3,629.2,Completed,2023-12-18
272,9291,2022-12-21,350,2,339.93,679.86,Pending,
273,6048,2022-06-19,365,4,91.87,367.48,Completed,2022-06-21
274,2012,2023-09-11,338,1,157.3,157.3,Completed,2023-09-17
275,5740,2022-02-20,407,10,382.01,3820.1,Cancelled,
276,2866,2022-02-26,174,7,451.1,3157.7,Completed,2022-03-02
277,4258,2022-03-29,172,7,436.07,3052.49,Cancelled,
278,8789,2023-07-01,94,2,417.28,834.56,Completed,2023-07-04
279,9476,2023-03-15,433,4,247.85,991.4,Completed,2023-03-18
280,7522,2024-05-29,206,7,114.67,802.69,Cancelled,
281,3777,2023-03-04,213,7,210.91,1476.37,Pending,
282,2565,2024-08-28,146,3,336.72,1010.16,Completed,2024-09-03
283,336,2024-07-31,375,2,451.93,903.86,Completed,2024-08-05
284,5560,2023-11-21,216,1,34.69,34.69,Completed,2023-11-25
285,6788,2024-02-16,347,10,100.17,1001.7,Completed,2024-02-18
286,6721,2022-05-17,77,7,470.48,3293.36,Completed,2022-05-23
287,6950,2023-03-25,71,6,23.94,143.64,Cancelled,
288,5637,2023-11-22,123,10,475.68,4756.8,Completed,2023-11-25
289,7358,2024-09-01,17,2,127.08,254.16,Pending,
290,8649,2023-11-26,93,1,36.79,36.79,Completed,2023-11-27
291,6965,2023-04-26,348,4,386.73,1546.92,Pending,
292,8360,2024-03-19,331,2,341.8,683.6,Completed,2024-03-23
293,3600,2023-09-20,127,7,320.75,2245.25,Completed,2023-09-23
294,3147,2023-01-09,98,10,363.47,3634.7,Pending,
295,2708,2023-05-08,16,10,252.12,2521.2,Pending,
296,754,2023-11-16,130,4,80.1,320.4,Pending,
297,7515,2023-05-28,132,2,228.0,456.0,Completed,2023-06-01
298,547,2024-10-03,150,1,379.44,379.44,Completed,2024-10-07
299,6457,2023-02-21,411,7,382.86,2680.02,Pending,
300,9373,2023-09-07,201,6,167.64,1005.84,Cancelled,
301,4578,2024-04-26,308,10,41.51,415.1,Cancelled,
302,1513,2024-05-21,135,4,207.22,828.88,Completed,2024-05-23
303,4288,2024-04-01,384,10,93.34,933.4,Completed,2024-04-04
304,9497,2024-10-26,22,1,376.68,376.68,Pending,
305,5041,2022-01-22,314,3,88.47,265.41,Completed,2022-01-25
306,6249,2023-05-06,99,4,297.99,1191.96,Completed,2023-05-10
307,6532,2024-04-24,364,5,11.97,59.85,Completed,2024-05-01
308,4501,2024-08-23,59,5,320.37,1601.85,Completed,2024-08-27
309,6112,2022-09-19,487,8,287.19,2297.52,Completed,2022-09-20
310,3171,2022-06-01,394,8,474.52,3796.16,Completed,2022-06-02
311,4546,2023-04-05,124,3,363.67,1091.01,Completed,2023-04-12
312,524,2022-12-30,441,6,193.46,1160.76,Completed,2023-01-01
313,9671,2022-03-19,194,5,372.42,1862.1,Cancelled,
314,2788,2022-05-28,141,4,44.82,179.28,Cancelled,
315,2128,2022-12-21,423,10,278.59,2785.9,Cancelled,
316,8436,2023-09-07,24,6,256.3,1537.8,Pending,
317,4312,2023-05-29,497,6,69.64,417.84,Completed,2023-05-30
318,2660,2023-09-26,347,5,100.17,500.85,Cancelled,
319,6758,2024-08-19,86,1,261.39,261.39,Completed,2024-08-26
320,5977,2024-09-28,335,10,162.67,1626.7,Completed,2024-10-05
321,9984,2022-09-27,435,4,45.61,182.44,Completed,2022-10-03
322,9264,2024-11-08,382,2,190.36,380.72,Cancelled,
323,2587,2022-02-22,48,7,204.87,1434.09,Completed,2022-02-25
324,2469,2024-06-21,388,8,309.39,2475.12,Cancelled,
325,9365,2022-04-03,301,1,104.09,104.09,Completed,2022-04-07
326,5466,2023-10-22,153,8,206.96,1655.68,Completed,2023-10-24
327,2705,2024-10-13,315,8,172.12,1376.96,Cancelled,
328,28,2022-03-08,353,1,466.85,466.85,Completed,2022-03-12
329,393,2022-11-10,448,2,248.05,496.1,Pending,
330,6283,2024-08-26,309,8,261.09,2088.72,Completed,2024-08-27
331,2010,2023-04-13,194,3,372.42,1117.26,Cancelled,
332,3446,2024-05-14,369,8,335.55,2684.4,Cancelled,
333,8019,2023-04-26,116,4,95.01,380.04,Pending,
334,8381,2024-03-22,284,7,23.31,163.17,Pending,
335,3733,2022-11-08,499,9,223.44,2010.96,Completed,2022-11-13
336,7864,2024-07-11,325,4,251.64,1006.56,Cancelled,
337,1785,2023-12-24,28,8,473.74,3789.92,Completed,2023-12-27
338,4322,2023-05-26,360,9,97.22,874.98,Cancelled,
339,6973,2024-06-10,294,8,258.98,2071.84,Completed,2024-06-11
340,5895,2022-06-27,439,5,393.3,1966.5,Completed,2022-06-28
341,7569,2024-05-11,277,6,179.64,1077.84,Completed,2024-05-14
342,8337,2024-06-19,289,5,137.03,685.15,Completed,2024-06-22
343,7735,2022-02-18,309,7,261.09,1827.63,Pending,
344,9405,2023-01-18,218,7,302.2,2115.4,Cancelled,
345,2206,2022-08-23,58,8,50.69,405.52,Completed,2022-08-29
346,9691,2023-09-06,63,7,442.65,3098.55,Completed,2023-09-07
347,7253,2022-07-11,336,3,171.5,514.5,Completed,2022-07-15
348,4697,2024-08-06,118,8,361.44,2891.52,Pending,
349,2084,2023-02-18,89,1,225.73,225.73,Pending,
350,3423,2024-04-07,401,8,304.46,2435.68,Completed,2024-04-11
351,4964,2024-01-03,212,2,217.88,435.76,Completed,2024-01-09
352,1410,2024-09-15,467,2,442.13,884.26,Completed,2024-09-19
353,3894,2022-04-27,57,3,105.78,317.34,Completed,2022-05-03
354,4838,2024-03-21,327,6,30.02,180.12,Pending,
355,1846,2024-01-26,382,8,190.36,1522.88,Completed,2024-02-01
356,724,2024-02-28,392,7,300.97,2106.79,Pending,
357,8527,2023-06-09,494,10,167.01,1670.1,Completed,2023-06-12
358,49,2024-03-20,413,2,96.1,192.2,Pending,
359,5526,2023-05-22,24,5,256.3,1281.5,Pending,
360,3415,2024-05-12,122,2,129.44,258.88,Cancelled,
361,6598,2023-07-29,22,3,376.68,1130.04,Completed,2023-08-04
362,8626,2023-03-08,497,10,69.64,696.4,Completed,2023-03-10
363,3490,2023-09-23,277,8,179.64,1437.12,Completed,2023-09-25
364,5870,2024-08-04,328,9,9.05,81.45,Pending,
365,3675,2023-05-06,108,3,298.09,894.27,Completed,2023-05-09
366,1419,2022-09-28,273,3,276.66,829.98,Completed,2022-10-03
367,3050,2023-08-27,242,10,323.28,3232.8,Completed,2023-08-28
368,3405,2024-03-21,173,2,233.27,466.54,Pending,
369,3884,2022-05-20,139,8,397.35,3178.8,Completed,2022-05-21
370,198,2022-08-04,148,7,129.94,909.58,Cancelled,
371,5804,2022-06-03,455,2,352.31,704.62,Pending,
372,7845,2023-05-23,26,6,459.65,2757.9,Cancelled,
373,8541,2024-07-01,269,6,210.37,1262.22,Completed,2024-07-06
374,8755,2022-04-23,262,10,208.38,2083.8,Pending,
375,3337,2023-05-31,419,3,57.97,173.91,Completed,2023-06-07
376,4912,2023-09-29,202,7,493.83,3456.81,Completed,2023-10-02
377,5377,2023-01-25,63,6,442.65,2655.9,Completed,2023-01-26
378,4073,2022-07-12,378,5,33.58,167.9,Completed,2022-07-13
379,6058,2024-04-07,166,2,430.37,860.74,Completed,2024-04-11
380,6978,2023-04-20,260,6,23.69,142.14,Completed,2023-04-23
381,2056,2024-11-01,61,10,293.34,2933.4,Cancelled,
382,2022,2022-01-01,320,4,305.3,1221.2,Completed,2022-01-07
383,9101,2022-08-03,280,1,130.56,130.56,Completed,2022-08-10
384,732,2023-11-26,148,3,129.94,389.82,Completed,2023-12-02
385,9103,2022-12-07,123,9,475.68,4281.12,Completed,2022-12-13
386,2459,2022-04-16,222,8,140.27,1122.16,Completed,2022-04-22
387,6369,2023-10-05,190,1,167.36,167.36,Completed,2023-10-11
388,3384,2024-09-29,348,2,386.73,773.46,Completed,2024-10-05
389,1891,2024-06-01,367,6,8.38,50.28,Completed,2024-06-06
390,5884,2024-01-10,422,5,328.6,1643.0,Pending,
391,3232,2022-04-22,346,3,387.13,1161.39,Completed,2022-04-28
392,7323,2024-09-01,364,10,11.97,119.7,Completed,2024-09-04
393,5362,2023-03-30,128,1,241.96,241.96,Completed,2023-04-02
394,6166,2024-11-11,429,8,124.03,992.24,Completed,2024-11-13
395,6797,2022-04-12,121,2,498.33,996.66,Pending,
396,9980,2022-03-24,411,4,382.86,1531.44,Cancelled,
397,4439,2023-06-11,43,6,136.28,817.68,Completed,2023-06-12
398,7202,2024-11-24,205,8,240.74,1925.92,Completed,2024-11-28
399,4412,2022-04-23,334,6,262.07,1572.42,Pending,
400,9653,2024-01-13,30,7,214.45,1501.15,Completed,2024-01-14
401,7364,2024-07-27,142,9,17.8,160.2,Pending,
402,8013,2022-05-14,224,2,50.42,100.84,Completed,2022-05-18
403,4262,2022-01-26,331,4,341.8,1367.2,Pending,
404,249,2023-05-02,87,6,335.45,2012.7,Pending,
405,2724,2024-07-16,465,2,278.2,556.4,Completed,2024-07-20
406,3774,2023-01-16,151,3,464.2,1392.6,Cancelled,
407,8316,2022-07-05,8,4,44.01,176.04,Completed,2022-07-06
408,7872,2023-06-25,349,6,177.66,1065.96,Completed,2023-06-26
409,2476,2022-10-08,135,7,207.22,1450.54,Completed,2022-10-12
410,4452,2024-02-17,452,3,318.5,955.5,Pending,
411,9929,2022-06-06,176,5,103.61,518.05,Pending,
412,7840,2024-03-12,11,4,85.51,342.04,Completed,2024-03-17
413,7333,2022-03-11,227,8,332.66,2661.28,Completed,2022-03-17
